pixel	slot	asic	channel	tmpix	row	col	sipmpix	triggerpatch	hvpatch	superpixel	xpix	ypix
0	0	0	0	0	32	45	59	0	0	0	0.1434461	0.0573923
1	0	0	1	1	32	44	60	0	0	0	0.1371040	0.0573923
2	0	0	2	2	33	45	51	0	0	0	0.1433776	0.0637719
3	0	0	3	3	33	44	52	0	0	0	0.1370355	0.0637719
4	0	0	4	4	33	46	50	1	1	1	0.1497197	0.0637719
5	0	0	5	5	33	47	49	1	1	1	0.1560618	0.0637719
6	0	0	6	6	32	47	57	1	1	1	0.1561303	0.0573923
7	0	0	7	7	32	46	58	1	1	1	0.1497882	0.0573923
8	0	0	8	8	34	44	44	2	2	2	0.1369670	0.0701515
9	0	0	9	9	35	44	36	2	2	2	0.1368985	0.0765311
10	0	0	10	10	35	45	35	2	2	2	0.1432406	0.0765311
11	0	0	11	11	34	45	43	2	2	2	0.1433091	0.0701515
12	0	0	12	12	35	46	34	3	3	3	0.1495827	0.0765311
13	0	0	13	13	35	47	33	3	3	3	0.1559248	0.0765311
14	0	0	14	14	34	47	41	3	3	3	0.1559933	0.0701515
15	0	0	15	15	34	46	42	3	3	3	0.1496512	0.0701515
16	0	1	0	16	37	46	18	4	4	4	0.1494457	0.0892903
17	0	1	1	17	36	46	26	4	4	4	0.1495142	0.0829107
18	0	1	2	18	36	47	25	4	4	4	0.1558563	0.0829107
19	0	1	3	19	37	47	17	4	4	4	0.1557878	0.0892903
20	0	1	4	20	36	44	28	5	5	5	0.1368300	0.0829107
21	0	1	5	21	37	45	19	5	5	5	0.1431036	0.0892903
22	0	1	6	22	37	44	20	5	5	5	0.1367615	0.0892903
23	0	1	7	23	36	45	27	5	5	5	0.1431721	0.0829107
24	0	1	8	24	39	46	2	6	6	6	0.1493087	0.1020495
25	0	1	9	25	39	47	1	6	6	6	0.1556508	0.1020495
26	0	1	10	26	38	47	9	6	6	6	0.1557193	0.0956699
27	0	1	11	27	38	46	10	6	6	6	0.1493772	0.0956699
28	0	1	12	28	39	44	4	7	7	7	0.1366245	0.1020495
29	0	1	13	29	38	44	12	7	7	7	0.1366930	0.0956699
30	0	1	14	30	39	45	3	7	7	7	0.1429666	0.1020495
31	0	1	15	31	38	45	11	7	7	7	0.1430351	0.0956699
32	0	2	0	32	34	43	45	8	8	8	0.1306249	0.0701515
33	0	2	1	33	35	43	37	8	8	8	0.1305564	0.0765311
34	0	2	2	34	35	42	38	8	8	8	0.1242143	0.0765311
35	0	2	3	35	34	42	46	8	8	8	0.1242828	0.0701515
36	0	2	4	36	33	41	55	9	9	9	0.1180092	0.0637719
37	0	2	5	37	32	40	64	9	9	9	0.1117356	0.0573923
38	0	2	6	38	33	40	56	9	9	9	0.1116671	0.0637719
39	0	2	7	39	32	41	63	9	9	9	0.1180777	0.0573923
40	0	2	8	40	32	42	62	10	10	10	0.1244198	0.0573923
41	0	2	9	41	33	43	53	10	10	10	0.1306934	0.0637719
42	0	2	10	42	33	42	54	10	10	10	0.1243513	0.0637719
43	0	2	11	43	32	43	61	10	10	10	0.1307619	0.0573923
44	0	2	12	44	34	40	48	11	11	11	0.1115986	0.0701515
45	0	2	13	45	35	40	40	11	11	11	0.1115301	0.0765311
46	0	2	14	46	34	41	47	11	11	11	0.1179407	0.0701515
47	0	2	15	47	35	41	39	11	11	11	0.1178722	0.0765311
48	0	3	0	48	39	41	7	12	12	12	0.1175981	0.1020495
49	0	3	1	49	39	40	8	12	12	12	0.1112560	0.1020495
50	0	3	2	50	38	41	15	12	12	12	0.1176666	0.0956699
51	0	3	3	51	38	40	16	12	12	12	0.1113245	0.0956699
52	0	3	4	52	37	41	23	13	13	13	0.1177352	0.0892903
53	0	3	5	53	36	41	31	13	13	13	0.1178037	0.0829107
54	0	3	6	54	37	40	24	13	13	13	0.1113930	0.0892903
55	0	3	7	55	36	40	32	13	13	13	0.1114616	0.0829107
56	0	3	8	56	38	43	13	14	14	14	0.1303509	0.0956699
57	0	3	9	57	38	42	14	14	14	14	0.1240087	0.0956699
58	0	3	10	58	39	43	5	14	14	14	0.1302823	0.1020495
59	0	3	11	59	39	42	6	14	14	14	0.1239402	0.1020495
60	0	3	12	60	36	43	29	15	15	15	0.1304879	0.0829107
61	0	3	13	61	37	43	21	15	15	15	0.1304194	0.0892903
62	0	3	14	62	36	42	30	15	15	15	0.1241458	0.0829107
63	0	3	15	63	37	42	22	15	15	15	0.1240773	0.0892903
64	1	0	0	0	31	42	59	0	0	16	0.1244799	0.0489945
65	1	0	1	1	31	43	60	0	0	16	0.1308220	0.0489945
66	1	0	2	2	30	42	51	0	0	16	0.1245027	0.0425968
67	1	0	3	3	30	43	52	0	0	16	0.1308448	0.0425968
68	1	0	4	4	30	41	50	1	1	17	0.1181606	0.0425968
69	1	0	5	5	30	40	49	1	1	17	0.1118185	0.0425968
70	1	0	6	6	31	40	57	1	1	17	0.1117956	0.0489945
71	1	0	7	7	31	41	58	1	1	17	0.1181377	0.0489945
72	1	0	8	8	29	43	44	2	2	18	0.1308677	0.0361991
73	1	0	9	9	28	43	36	2	2	18	0.1308905	0.0298013
74	1	0	10	10	28	42	35	2	2	18	0.1245484	0.0298013
75	1	0	11	11	29	42	43	2	2	18	0.1245256	0.0361991
76	1	0	12	12	28	41	34	3	3	19	0.1182063	0.0298013
77	1	0	13	13	28	40	33	3	3	19	0.1118642	0.0298013
78	1	0	14	14	29	40	41	3	3	19	0.1118414	0.0361991
79	1	0	15	15	29	41	42	3	3	19	0.1181835	0.0361991
80	1	1	0	16	26	41	18	4	4	20	0.1182520	0.0170059
81	1	1	1	17	27	41	26	4	4	20	0.1182292	0.0234036
82	1	1	2	18	27	40	25	4	4	20	0.1118871	0.0234036
83	1	1	3	19	26	40	17	4	4	20	0.1119099	0.0170059
84	1	1	4	20	27	43	28	5	5	21	0.1309134	0.0234036
85	1	1	5	21	26	42	19	5	5	21	0.1245941	0.0170059
86	1	1	6	22	26	43	20	5	5	21	0.1309362	0.0170059
87	1	1	7	23	27	42	27	5	5	21	0.1245713	0.0234036
88	1	1	8	24	24	41	2	6	6	22	0.1182978	0.0042104
89	1	1	9	25	24	40	1	6	6	22	0.1119556	0.0042104
90	1	1	10	26	25	40	9	6	6	22	0.1119328	0.0106081
91	1	1	11	27	25	41	10	6	6	22	0.1182749	0.0106081
92	1	1	12	28	24	43	4	7	7	23	0.1309820	0.0042104
93	1	1	13	29	25	43	12	7	7	23	0.1309591	0.0106081
94	1	1	14	30	24	42	3	7	7	23	0.1246399	0.0042104
95	1	1	15	31	25	42	11	7	7	23	0.1246170	0.0106081
96	1	2	0	32	29	44	45	8	8	24	0.1372098	0.0361991
97	1	2	1	33	28	44	37	8	8	24	0.1372326	0.0298013
98	1	2	2	34	28	45	38	8	8	24	0.1435747	0.0298013
99	1	2	3	35	29	45	46	8	8	24	0.1435519	0.0361991
100	1	2	4	36	30	46	55	9	9	25	0.1498711	0.0425968
101	1	2	5	37	31	47	64	9	9	25	0.1561904	0.0489945
102	1	2	6	38	30	47	56	9	9	25	0.1562132	0.0425968
103	1	2	7	39	31	46	63	9	9	25	0.1498483	0.0489945
104	1	2	8	40	31	45	62	10	10	26	0.1435062	0.0489945
105	1	2	9	41	30	44	53	10	10	26	0.1371869	0.0425968
106	1	2	10	42	30	45	54	10	10	26	0.1435290	0.0425968
107	1	2	11	43	31	44	61	10	10	26	0.1371641	0.0489945
108	1	2	12	44	29	47	48	11	11	27	0.1562361	0.0361991
109	1	2	13	45	28	47	40	11	11	27	0.1562590	0.0298013
110	1	2	14	46	29	46	47	11	11	27	0.1498940	0.0361991
111	1	2	15	47	28	46	39	11	11	27	0.1499168	0.0298013
112	1	3	0	48	24	46	7	12	12	28	0.1500083	0.0042104
113	1	3	1	49	24	47	8	12	12	28	0.1563504	0.0042104
114	1	3	2	50	25	46	15	12	12	28	0.1499854	0.0106081
115	1	3	3	51	25	47	16	12	12	28	0.1563275	0.0106081
116	1	3	4	52	26	46	23	13	13	29	0.1499626	0.0170059
117	1	3	5	53	27	46	31	13	13	29	0.1499397	0.0234036
118	1	3	6	54	26	47	24	13	13	29	0.1563047	0.0170059
119	1	3	7	55	27	47	32	13	13	29	0.1562818	0.0234036
120	1	3	8	56	25	44	13	14	14	30	0.1373012	0.0106081
121	1	3	9	57	25	45	14	14	14	30	0.1436433	0.0106081
122	1	3	10	58	24	44	5	14	14	30	0.1373241	0.0042104
123	1	3	11	59	24	45	6	14	14	30	0.1436662	0.0042104
124	1	3	12	60	27	44	29	15	15	31	0.1372555	0.0234036
125	1	3	13	61	26	44	21	15	15	31	0.1372784	0.0170059
126	1	3	14	62	27	45	30	15	15	31	0.1435976	0.0234036
127	1	3	15	63	26	45	22	15	15	31	0.1436205	0.0170059
128	2	0	0	0	16	45	59	0	0	32	0.1435062	-0.0489945
129	2	0	1	1	16	44	60	0	0	32	0.1371641	-0.0489945
130	2	0	2	2	17	45	51	0	0	32	0.1435290	-0.0425968
131	2	0	3	3	17	44	52	0	0	32	0.1371869	-0.0425968
132	2	0	4	4	17	46	50	1	1	33	0.1498711	-0.0425968
133	2	0	5	5	17	47	49	1	1	33	0.1562132	-0.0425968
134	2	0	6	6	16	47	57	1	1	33	0.1561904	-0.0489945
135	2	0	7	7	16	46	58	1	1	33	0.1498483	-0.0489945
136	2	0	8	8	18	44	44	2	2	34	0.1372098	-0.0361991
137	2	0	9	9	19	44	36	2	2	34	0.1372326	-0.0298013
138	2	0	10	10	19	45	35	2	2	34	0.1435747	-0.0298013
139	2	0	11	11	18	45	43	2	2	34	0.1435519	-0.0361991
140	2	0	12	12	19	46	34	3	3	35	0.1499168	-0.0298013
141	2	0	13	13	19	47	33	3	3	35	0.1562590	-0.0298013
142	2	0	14	14	18	47	41	3	3	35	0.1562361	-0.0361991
143	2	0	15	15	18	46	42	3	3	35	0.1498940	-0.0361991
144	2	1	0	16	21	46	18	4	4	36	0.1499626	-0.0170059
145	2	1	1	17	20	46	26	4	4	36	0.1499397	-0.0234036
146	2	1	2	18	20	47	25	4	4	36	0.1562818	-0.0234036
147	2	1	3	19	21	47	17	4	4	36	0.1563047	-0.0170059
148	2	1	4	20	20	44	28	5	5	37	0.1372555	-0.0234036
149	2	1	5	21	21	45	19	5	5	37	0.1436205	-0.0170059
150	2	1	6	22	21	44	20	5	5	37	0.1372784	-0.0170059
151	2	1	7	23	20	45	27	5	5	37	0.1435976	-0.0234036
152	2	1	8	24	23	46	2	6	6	38	0.1500083	-0.0042104
153	2	1	9	25	23	47	1	6	6	38	0.1563504	-0.0042104
154	2	1	10	26	22	47	9	6	6	38	0.1563275	-0.0106081
155	2	1	11	27	22	46	10	6	6	38	0.1499854	-0.0106081
156	2	1	12	28	23	44	4	7	7	39	0.1373241	-0.0042104
157	2	1	13	29	22	44	12	7	7	39	0.1373012	-0.0106081
158	2	1	14	30	23	45	3	7	7	39	0.1436662	-0.0042104
159	2	1	15	31	22	45	11	7	7	39	0.1436433	-0.0106081
160	2	2	0	32	18	43	45	8	8	40	0.1308677	-0.0361991
161	2	2	1	33	19	43	37	8	8	40	0.1308905	-0.0298013
162	2	2	2	34	19	42	38	8	8	40	0.1245484	-0.0298013
163	2	2	3	35	18	42	46	8	8	40	0.1245256	-0.0361991
164	2	2	4	36	17	41	55	9	9	41	0.1181606	-0.0425968
165	2	2	5	37	16	40	64	9	9	41	0.1117956	-0.0489945
166	2	2	6	38	17	40	56	9	9	41	0.1118185	-0.0425968
167	2	2	7	39	16	41	63	9	9	41	0.1181377	-0.0489945
168	2	2	8	40	16	42	62	10	10	42	0.1244799	-0.0489945
169	2	2	9	41	17	43	53	10	10	42	0.1308448	-0.0425968
170	2	2	10	42	17	42	54	10	10	42	0.1245027	-0.0425968
171	2	2	11	43	16	43	61	10	10	42	0.1308220	-0.0489945
172	2	2	12	44	18	40	48	11	11	43	0.1118414	-0.0361991
173	2	2	13	45	19	40	40	11	11	43	0.1118642	-0.0298013
174	2	2	14	46	18	41	47	11	11	43	0.1181835	-0.0361991
175	2	2	15	47	19	41	39	11	11	43	0.1182063	-0.0298013
176	2	3	0	48	23	41	7	12	12	44	0.1182978	-0.0042104
177	2	3	1	49	23	40	8	12	12	44	0.1119556	-0.0042104
178	2	3	2	50	22	41	15	12	12	44	0.1182749	-0.0106081
179	2	3	3	51	22	40	16	12	12	44	0.1119328	-0.0106081
180	2	3	4	52	21	41	23	13	13	45	0.1182520	-0.0170059
181	2	3	5	53	20	41	31	13	13	45	0.1182292	-0.0234036
182	2	3	6	54	21	40	24	13	13	45	0.1119099	-0.0170059
183	2	3	7	55	20	40	32	13	13	45	0.1118871	-0.0234036
184	2	3	8	56	22	43	13	14	14	46	0.1309591	-0.0106081
185	2	3	9	57	22	42	14	14	14	46	0.1246170	-0.0106081
186	2	3	10	58	23	43	5	14	14	46	0.1309820	-0.0042104
187	2	3	11	59	23	42	6	14	14	46	0.1246399	-0.0042104
188	2	3	12	60	20	43	29	15	15	47	0.1309134	-0.0234036
189	2	3	13	61	21	43	21	15	15	47	0.1309362	-0.0170059
190	2	3	14	62	20	42	30	15	15	47	0.1245713	-0.0234036
191	2	3	15	63	21	42	22	15	15	47	0.1245941	-0.0170059
192	3	0	0	0	15	42	59	0	0	48	0.1244198	-0.0573923
193	3	0	1	1	15	43	60	0	0	48	0.1307619	-0.0573923
194	3	0	2	2	14	42	51	0	0	48	0.1243513	-0.0637719
195	3	0	3	3	14	43	52	0	0	48	0.1306934	-0.0637719
196	3	0	4	4	14	41	50	1	1	49	0.1180092	-0.0637719
197	3	0	5	5	14	40	49	1	1	49	0.1116671	-0.0637719
198	3	0	6	6	15	40	57	1	1	49	0.1117356	-0.0573923
199	3	0	7	7	15	41	58	1	1	49	0.1180777	-0.0573923
200	3	0	8	8	13	43	44	2	2	50	0.1306249	-0.0701515
201	3	0	9	9	12	43	36	2	2	50	0.1305564	-0.0765311
202	3	0	10	10	12	42	35	2	2	50	0.1242143	-0.0765311
203	3	0	11	11	13	42	43	2	2	50	0.1242828	-0.0701515
204	3	0	12	12	12	41	34	3	3	51	0.1178722	-0.0765311
205	3	0	13	13	12	40	33	3	3	51	0.1115301	-0.0765311
206	3	0	14	14	13	40	41	3	3	51	0.1115986	-0.0701515
207	3	0	15	15	13	41	42	3	3	51	0.1179407	-0.0701515
208	3	1	0	16	10	41	18	4	4	52	0.1177352	-0.0892903
209	3	1	1	17	11	41	26	4	4	52	0.1178037	-0.0829107
210	3	1	2	18	11	40	25	4	4	52	0.1114616	-0.0829107
211	3	1	3	19	10	40	17	4	4	52	0.1113930	-0.0892903
212	3	1	4	20	11	43	28	5	5	53	0.1304879	-0.0829107
213	3	1	5	21	10	42	19	5	5	53	0.1240773	-0.0892903
214	3	1	6	22	10	43	20	5	5	53	0.1304194	-0.0892903
215	3	1	7	23	11	42	27	5	5	53	0.1241458	-0.0829107
216	3	1	8	24	8	41	2	6	6	54	0.1175981	-0.1020495
217	3	1	9	25	8	40	1	6	6	54	0.1112560	-0.1020495
218	3	1	10	26	9	40	9	6	6	54	0.1113245	-0.0956699
219	3	1	11	27	9	41	10	6	6	54	0.1176666	-0.0956699
220	3	1	12	28	8	43	4	7	7	55	0.1302823	-0.1020495
221	3	1	13	29	9	43	12	7	7	55	0.1303509	-0.0956699
222	3	1	14	30	8	42	3	7	7	55	0.1239402	-0.1020495
223	3	1	15	31	9	42	11	7	7	55	0.1240087	-0.0956699
224	3	2	0	32	13	44	45	8	8	56	0.1369670	-0.0701515
225	3	2	1	33	12	44	37	8	8	56	0.1368985	-0.0765311
226	3	2	2	34	12	45	38	8	8	56	0.1432406	-0.0765311
227	3	2	3	35	13	45	46	8	8	56	0.1433091	-0.0701515
228	3	2	4	36	14	46	55	9	9	57	0.1497197	-0.0637719
229	3	2	5	37	15	47	64	9	9	57	0.1561303	-0.0573923
230	3	2	6	38	14	47	56	9	9	57	0.1560618	-0.0637719
231	3	2	7	39	15	46	63	9	9	57	0.1497882	-0.0573923
232	3	2	8	40	15	45	62	10	10	58	0.1434461	-0.0573923
233	3	2	9	41	14	44	53	10	10	58	0.1370355	-0.0637719
234	3	2	10	42	14	45	54	10	10	58	0.1433776	-0.0637719
235	3	2	11	43	15	44	61	10	10	58	0.1371040	-0.0573923
236	3	2	12	44	13	47	48	11	11	59	0.1559933	-0.0701515
237	3	2	13	45	12	47	40	11	11	59	0.1559248	-0.0765311
238	3	2	14	46	13	46	47	11	11	59	0.1496512	-0.0701515
239	3	2	15	47	12	46	39	11	11	59	0.1495827	-0.0765311
240	3	3	0	48	8	46	7	12	12	60	0.1493087	-0.1020495
241	3	3	1	49	8	47	8	12	12	60	0.1556508	-0.1020495
242	3	3	2	50	9	46	15	12	12	60	0.1493772	-0.0956699
243	3	3	3	51	9	47	16	12	12	60	0.1557193	-0.0956699
244	3	3	4	52	10	46	23	13	13	61	0.1494457	-0.0892903
245	3	3	5	53	11	46	31	13	13	61	0.1495142	-0.0829107
246	3	3	6	54	10	47	24	13	13	61	0.1557878	-0.0892903
247	3	3	7	55	11	47	32	13	13	61	0.1558563	-0.0829107
248	3	3	8	56	9	44	13	14	14	62	0.1366930	-0.0956699
249	3	3	9	57	9	45	14	14	14	62	0.1430351	-0.0956699
250	3	3	10	58	8	44	5	14	14	62	0.1366245	-0.1020495
251	3	3	11	59	8	45	6	14	14	62	0.1429666	-0.1020495
252	3	3	12	60	11	44	29	15	15	63	0.1368300	-0.0829107
253	3	3	13	61	10	44	21	15	15	63	0.1367615	-0.0892903
254	3	3	14	62	11	45	30	15	15	63	0.1431721	-0.0829107
255	3	3	15	63	10	45	22	15	15	63	0.1431036	-0.0892903
256	4	0	0	0	47	34	59	0	0	64	0.0701067	0.1548154
257	4	0	1	1	47	35	60	0	0	64	0.0764858	0.1548154
258	4	0	2	2	46	34	51	0	0	64	0.0701752	0.1484720
259	4	0	3	3	46	35	52	0	0	64	0.0765543	0.1484720
260	4	0	4	4	46	33	50	1	1	65	0.0637961	0.1484720
261	4	0	5	5	46	32	49	1	1	65	0.0574169	0.1484720
262	4	0	6	6	47	32	57	1	1	65	0.0573484	0.1548154
263	4	0	7	7	47	33	58	1	1	65	0.0637276	0.1548154
264	4	0	8	8	45	35	44	2	2	66	0.0766228	0.1421286
265	4	0	9	9	44	35	36	2	2	66	0.0766914	0.1357852
266	4	0	10	10	44	34	35	2	2	66	0.0703122	0.1357852
267	4	0	11	11	45	34	43	2	2	66	0.0702437	0.1421286
268	4	0	12	12	44	33	34	3	3	67	0.0639331	0.1357852
269	4	0	13	13	44	32	33	3	3	67	0.0575539	0.1357852
270	4	0	14	14	45	32	41	3	3	67	0.0574854	0.1421286
271	4	0	15	15	45	33	42	3	3	67	0.0638646	0.1421286
272	4	1	0	16	42	33	18	4	4	68	0.0640701	0.1230984
273	4	1	1	17	43	33	26	4	4	68	0.0640016	0.1294418
274	4	1	2	18	43	32	25	4	4	68	0.0576225	0.1294418
275	4	1	3	19	42	32	17	4	4	68	0.0576910	0.1230984
276	4	1	4	20	43	35	28	5	5	69	0.0767599	0.1294418
277	4	1	5	21	42	34	19	5	5	69	0.0704492	0.1230984
278	4	1	6	22	42	35	20	5	5	69	0.0768284	0.1230984
279	4	1	7	23	43	34	27	5	5	69	0.0703807	0.1294418
280	4	1	8	24	40	33	2	6	6	70	0.0642071	0.1104116
281	4	1	9	25	40	32	1	6	6	70	0.0578280	0.1104116
282	4	1	10	26	41	32	9	6	6	70	0.0577595	0.1167550
283	4	1	11	27	41	33	10	6	6	70	0.0641386	0.1167550
284	4	1	12	28	40	35	4	7	7	71	0.0769654	0.1104116
285	4	1	13	29	41	35	12	7	7	71	0.0768969	0.1167550
286	4	1	14	30	40	34	3	7	7	71	0.0705863	0.1104116
287	4	1	15	31	41	34	11	7	7	71	0.0705178	0.1167550
288	4	2	0	32	45	36	45	8	8	72	0.0830020	0.1421286
289	4	2	1	33	44	36	37	8	8	72	0.0830705	0.1357852
290	4	2	2	34	44	37	38	8	8	72	0.0894496	0.1357852
291	4	2	3	35	45	37	46	8	8	72	0.0893811	0.1421286
292	4	2	4	36	46	38	55	9	9	73	0.0956918	0.1484720
293	4	2	5	37	47	39	64	9	9	73	0.1020024	0.1548154
294	4	2	6	38	46	39	56	9	9	73	0.1020709	0.1484720
295	4	2	7	39	47	38	63	9	9	73	0.0956232	0.1548154
296	4	2	8	40	47	37	62	10	10	74	0.0892441	0.1548154
297	4	2	9	41	46	36	53	10	10	74	0.0829335	0.1484720
298	4	2	10	42	46	37	54	10	10	74	0.0893126	0.1484720
299	4	2	11	43	47	36	61	10	10	74	0.0828650	0.1548154
300	4	2	12	44	45	39	48	11	11	75	0.1021394	0.1421286
301	4	2	13	45	44	39	40	11	11	75	0.1022079	0.1357852
302	4	2	14	46	45	38	47	11	11	75	0.0957603	0.1421286
303	4	2	15	47	44	38	39	11	11	75	0.0958288	0.1357852
304	4	3	0	48	40	38	7	12	12	76	0.0961028	0.1104116
305	4	3	1	49	40	39	8	12	12	76	0.1024820	0.1104116
306	4	3	2	50	41	38	15	12	12	76	0.0960343	0.1167550
307	4	3	3	51	41	39	16	12	12	76	0.1024134	0.1167550
308	4	3	4	52	42	38	23	13	13	77	0.0959658	0.1230984
309	4	3	5	53	43	38	31	13	13	77	0.0958973	0.1294418
310	4	3	6	54	42	39	24	13	13	77	0.1023449	0.1230984
311	4	3	7	55	43	39	32	13	13	77	0.1022764	0.1294418
312	4	3	8	56	41	36	13	14	14	78	0.0832760	0.1167550
313	4	3	9	57	41	37	14	14	14	78	0.0896552	0.1167550
314	4	3	10	58	40	36	5	14	14	78	0.0833445	0.1104116
315	4	3	11	59	40	37	6	14	14	78	0.0897237	0.1104116
316	4	3	12	60	43	36	29	15	15	79	0.0831390	0.1294418
317	4	3	13	61	42	36	21	15	15	79	0.0832075	0.1230984
318	4	3	14	62	43	37	30	15	15	79	0.0895181	0.1294418
319	4	3	15	63	42	37	22	15	15	79	0.0895867	0.1230984
320	5	0	0	0	32	37	59	0	0	80	0.0900841	0.0573923
321	5	0	1	1	32	36	60	0	0	80	0.0837049	0.0573923
322	5	0	2	2	33	37	51	0	0	80	0.0900429	0.0637719
323	5	0	3	3	33	36	52	0	0	80	0.0836638	0.0637719
324	5	0	4	4	33	38	50	1	1	81	0.0964220	0.0637719
325	5	0	5	5	33	39	49	1	1	81	0.1028012	0.0637719
326	5	0	6	6	32	39	57	1	1	81	0.1028424	0.0573923
327	5	0	7	7	32	38	58	1	1	81	0.0964632	0.0573923
328	5	0	8	8	34	36	44	2	2	82	0.0836226	0.0701515
329	5	0	9	9	35	36	36	2	2	82	0.0835814	0.0765311
330	5	0	10	10	35	37	35	2	2	82	0.0899605	0.0765311
331	5	0	11	11	34	37	43	2	2	82	0.0900017	0.0701515
332	5	0	12	12	35	38	34	3	3	83	0.0963397	0.0765311
333	5	0	13	13	35	39	33	3	3	83	0.1027188	0.0765311
334	5	0	14	14	34	39	41	3	3	83	0.1027600	0.0701515
335	5	0	15	15	34	38	42	3	3	83	0.0963808	0.0701515
336	5	1	0	16	37	38	18	4	4	84	0.0962573	0.0892903
337	5	1	1	17	36	38	26	4	4	84	0.0962985	0.0829107
338	5	1	2	18	36	39	25	4	4	84	0.1026776	0.0829107
339	5	1	3	19	37	39	17	4	4	84	0.1026364	0.0892903
340	5	1	4	20	36	36	28	5	5	85	0.0835402	0.0829107
341	5	1	5	21	37	37	19	5	5	85	0.0898782	0.0892903
342	5	1	6	22	37	36	20	5	5	85	0.0834990	0.0892903
343	5	1	7	23	36	37	27	5	5	85	0.0899193	0.0829107
344	5	1	8	24	39	38	2	6	6	86	0.0961749	0.1020495
345	5	1	9	25	39	39	1	6	6	86	0.1025541	0.1020495
346	5	1	10	26	38	39	9	6	6	86	0.1025952	0.0956699
347	5	1	11	27	38	38	10	6	6	86	0.0962161	0.0956699
348	5	1	12	28	39	36	4	7	7	87	0.0834166	0.1020495
349	5	1	13	29	38	36	12	7	7	87	0.0834578	0.0956699
350	5	1	14	30	39	37	3	7	7	87	0.0897958	0.1020495
351	5	1	15	31	38	37	11	7	7	87	0.0898370	0.0956699
352	5	2	0	32	34	35	45	8	8	88	0.0772434	0.0701515
353	5	2	1	33	35	35	37	8	8	88	0.0772022	0.0765311
354	5	2	2	34	35	34	38	8	8	88	0.0708231	0.0765311
355	5	2	3	35	34	34	46	8	8	88	0.0708643	0.0701515
356	5	2	4	36	33	33	55	9	9	89	0.0645263	0.0637719
357	5	2	5	37	32	32	64	9	9	89	0.0581884	0.0573923
358	5	2	6	38	33	32	56	9	9	89	0.0581472	0.0637719
359	5	2	7	39	32	33	63	9	9	89	0.0645675	0.0573923
360	5	2	8	40	32	34	62	10	10	90	0.0709467	0.0573923
361	5	2	9	41	33	35	53	10	10	90	0.0772846	0.0637719
362	5	2	10	42	33	34	54	10	10	90	0.0709055	0.0637719
363	5	2	11	43	32	35	61	10	10	90	0.0773258	0.0573923
364	5	2	12	44	34	32	48	11	11	91	0.0581060	0.0701515
365	5	2	13	45	35	32	40	11	11	91	0.0580648	0.0765311
366	5	2	14	46	34	33	47	11	11	91	0.0644852	0.0701515
367	5	2	15	47	35	33	39	11	11	91	0.0644440	0.0765311
368	5	3	0	48	39	33	7	12	12	92	0.0642792	0.1020495
369	5	3	1	49	39	32	8	12	12	92	0.0579001	0.1020495
370	5	3	2	50	38	33	15	12	12	92	0.0643204	0.0956699
371	5	3	3	51	38	32	16	12	12	92	0.0579413	0.0956699
372	5	3	4	52	37	33	23	13	13	93	0.0643616	0.0892903
373	5	3	5	53	36	33	31	13	13	93	0.0644028	0.0829107
374	5	3	6	54	37	32	24	13	13	93	0.0579825	0.0892903
375	5	3	7	55	36	32	32	13	13	93	0.0580236	0.0829107
376	5	3	8	56	38	35	13	14	14	94	0.0770787	0.0956699
377	5	3	9	57	38	34	14	14	14	94	0.0706996	0.0956699
378	5	3	10	58	39	35	5	14	14	94	0.0770375	0.1020495
379	5	3	11	59	39	34	6	14	14	94	0.0706584	0.1020495
380	5	3	12	60	36	35	29	15	15	95	0.0771611	0.0829107
381	5	3	13	61	37	35	21	15	15	95	0.0771199	0.0892903
382	5	3	14	62	36	34	30	15	15	95	0.0707819	0.0829107
383	5	3	15	63	37	34	22	15	15	95	0.0707407	0.0892903
384	6	0	0	0	31	34	59	0	0	96	0.0709828	0.0489945
385	6	0	1	1	31	35	60	0	0	96	0.0773619	0.0489945
386	6	0	2	2	30	34	51	0	0	96	0.0709965	0.0425968
387	6	0	3	3	30	35	52	0	0	96	0.0773756	0.0425968
388	6	0	4	4	30	33	50	1	1	97	0.0646174	0.0425968
389	6	0	5	5	30	32	49	1	1	97	0.0582382	0.0425968
390	6	0	6	6	31	32	57	1	1	97	0.0582245	0.0489945
391	6	0	7	7	31	33	58	1	1	97	0.0646036	0.0489945
392	6	0	8	8	29	35	44	2	2	98	0.0773894	0.0361991
393	6	0	9	9	28	35	36	2	2	98	0.0774031	0.0298013
394	6	0	10	10	28	34	35	2	2	98	0.0710240	0.0298013
395	6	0	11	11	29	34	43	2	2	98	0.0710102	0.0361991
396	6	0	12	12	28	33	34	3	3	99	0.0646448	0.0298013
397	6	0	13	13	28	32	33	3	3	99	0.0582657	0.0298013
398	6	0	14	14	29	32	41	3	3	99	0.0582520	0.0361991
399	6	0	15	15	29	33	42	3	3	99	0.0646311	0.0361991
400	6	1	0	16	26	33	18	4	4	100	0.0646723	0.0170059
401	6	1	1	17	27	33	26	4	4	100	0.0646586	0.0234036
402	6	1	2	18	27	32	25	4	4	100	0.0582795	0.0234036
403	6	1	3	19	26	32	17	4	4	100	0.0582932	0.0170059
404	6	1	4	20	27	35	28	5	5	101	0.0774169	0.0234036
405	6	1	5	21	26	34	19	5	5	101	0.0710515	0.0170059
